timestamp,open,high,low,close,volume
1776516540000,76220.4,76253.0,76210.6,76253.0,1.1902456
1776516600000,76253.0,76262.9,76241.5,76254.1,1.46968758
1776516660000,76256.0,76262.9,76249.1,76249.1,1.35274524
1776516720000,76249.1,76258.8,76249.1,76250.0,0.58660974
1776516780000,76250.1,76250.1,76250.0,76250.1,0.48799022
1776516840000,76250.1,76260.9,76228.5,76228.5,1.38505093
1776516900000,76228.5,76280.6,76228.5,76249.4,2.75325119
1776516960000,76249.3,76265.2,76201.1,76204.9,2.22005446
1776517020000,76205.0,76218.0,76201.9,76218.0,0.46598231
1776517080000,76217.9,76235.1,76217.9,76228.2,0.79552754
1776517140000,76228.2,76228.2,76205.1,76218.8,1.11158449
1776517200000,76218.7,76222.8,76177.0,76182.8,0.9914323
1776517260000,76177.4,76177.4,76167.3,76175.8,0.67226456
1776517320000,76175.8,76197.4,76167.2,76197.4,1.01893415
1776517380000,76197.3,76217.7,76192.2,76199.0,0.36722884
1776517440000,76199.0,76199.0,76144.9,76164.7,0.45332855
1776517500000,76164.6,76165.7,76154.1,76165.7,0.11718676
1776517560000,76165.7,76184.2,76165.6,76184.2,0.44421704
1776517620000,76184.1,76205.1,76172.1,76172.1,0.7758192
1776517680000,76172.1,76203.6,76172.1,76194.5,0.34014404
1776517740000,76194.4,76194.4,76159.5,76172.9,0.49179041
1776517800000,76172.9,76178.6,76172.0,76172.0,0.41573542
1776517860000,76172.0,76172.0,76159.5,76159.7,0.56907444
1776517920000,76159.7,76171.9,76159.6,76171.9,0.41658142
1776517980000,76171.8,76195.2,76161.9,76161.9,0.63841656
1776518040000,76161.9,76171.8,76161.9,76167.6,1.19702375
1776518100000,76167.7,76172.8,76140.5,76141.5,0.25380587
1776518160000,76141.5,76141.5,76093.0,76093.0,1.20278126
1776518220000,76093.1,76112.9,76071.9,76094.7,1.40749333
1776518280000,76094.7,76120.0,76094.7,76113.7,0.38196501
1776518340000,76113.8,76142.1,76113.7,76142.1,0.59612372
1776518400000,76142.1,76155.0,76142.1,76155.0,0.17249317
1776518460000,76154.9,76219.3,76154.9,76219.2,1.28058685
1776518520000,76219.2,76220.4,76189.2,76189.3,0.48125023
1776518580000,76189.3,76189.3,76161.8,76185.2,2.27107578
1776518640000,76185.3,76185.3,76155.0,76155.0,0.69771074
1776518700000,76155.0,76170.1,76155.0,76161.7,0.17752641
1776518760000,76161.7,76161.7,76150.0,76150.0,1.46524919
1776518820000,76148.7,76148.7,76147.8,76147.8,0.11561821
1776518880000,76147.8,76147.9,76070.3,76100.8,5.60788327
1776518940000,76100.7,76109.9,76090.1,76096.7,0.85685695
1776519000000,76096.8,76099.0,76011.7,76034.0,5.48232517
1776519060000,76034.0,76039.4,76000.0,76019.8,1.34483286
1776519120000,76020.9,76069.5,76020.9,76067.6,2.13671396
1776519180000,76067.6,76076.3,76053.9,76055.7,1.69851869
1776519240000,76055.6,76055.6,76003.8,76009.1,1.66915525
1776519300000,76009.2,76024.0,75979.3,75984.7,1.18578765
1776519360000,75984.7,76004.3,75939.5,75945.7,1.44119174
1776519420000,75943.0,75998.9,75926.1,75984.0,4.06413832
1776519480000,75984.0,76004.9,75980.1,75980.1,0.76604171
1776519540000,75980.0,75993.2,75880.1,75880.1,1.973372
1776519600000,75880.0,75880.1,75823.1,75823.1,9.39739305
1776519660000,75827.4,75883.8,75801.0,75874.5,8.467033
1776519720000,75874.6,75929.6,75874.5,75924.8,6.15728976
1776519780000,75928.7,75969.8,75928.7,75966.9,1.54943898
1776519840000,75966.9,75976.2,75955.0,75955.0,2.3648126
1776519900000,75955.1,75971.6,75941.6,75950.8,0.89523056
1776519960000,75949.1,75956.9,75905.6,75920.0,6.07869986
1776520020000,75919.9,75980.0,75919.9,75978.4,0.54018525
1776520080000,75978.4,76008.2,75971.7,76008.1,6.12388441
1776520140000,76008.2,76053.6,76008.2,76046.4,2.75287543
1776520200000,76046.0,76166.0,76046.0,76129.0,3.7957225
1776520260000,76129.0,76143.5,76124.6,76140.0,2.82643964
1776520320000,76140.0,76159.5,76128.9,76144.1,1.28153177
1776520380000,76144.1,76177.4,76144.1,76150.0,2.12651273
1776520440000,76150.0,76169.2,76147.2,76150.0,0.7828353
1776520500000,76150.1,76150.1,76130.1,76138.1,0.33636995
1776520560000,76139.1,76150.5,76122.1,76133.3,0.7824215
1776520620000,76126.8,76126.8,76111.2,76111.2,0.43030552
1776520680000,76111.3,76133.5,76111.3,76133.5,0.41146286
1776520740000,76133.5,76146.3,76124.6,76125.2,6.17274643
1776520800000,76125.2,76181.1,76125.2,76171.1,1.4340318
1776520860000,76176.3,76177.4,76163.5,76169.2,0.51149247
1776520920000,76169.2,76169.3,76136.3,76146.7,0.76079702
1776520980000,76146.7,76146.8,76125.3,76125.4,0.42241755
1776521040000,76125.4,76138.6,76113.0,76113.0,0.6976999
1776521100000,76113.0,76130.6,76086.6,76086.6,1.53098486
1776521160000,76085.1,76137.0,76085.1,76136.9,0.89679808
1776521220000,76136.9,76140.8,76120.2,76134.8,0.80312004
1776521280000,76134.8,76171.7,76122.3,76166.4,1.12537778
1776521340000,76166.4,76177.5,76126.1,76126.1,1.47090372
1776521400000,76126.1,76157.7,76126.1,76153.9,2.08428254
1776521460000,76154.0,76154.0,76153.9,76154.0,0.31323304
1776521520000,76153.9,76154.0,76153.9,76154.0,0.2473399
1776521580000,76153.9,76154.7,76144.8,76154.7,0.26646471
1776521640000,76154.7,76179.1,76148.2,76179.1,0.87983388
1776521700000,76179.1,76198.2,76171.8,76182.1,6.00069103
1776521760000,76182.1,76199.9,76182.0,76189.7,0.77500965
1776521820000,76189.5,76189.5,76183.7,76183.8,0.26027377
1776521880000,76183.8,76184.0,76164.2,76181.8,0.88008915
1776521940000,76181.7,76189.5,76167.0,76167.0,0.80199785
1776522000000,76167.1,76171.0,76152.8,76152.9,1.19911326
1776522060000,76152.9,76152.9,76094.5,76103.6,2.17400631
1776522120000,76103.5,76103.5,76030.1,76038.8,3.06692378
1776522180000,76038.9,76038.9,75980.6,75996.0,3.71603402
1776522240000,75996.1,76029.8,75996.0,76029.8,0.5615036
1776522300000,76029.8,76101.3,76017.1,76087.0,2.30123639
1776522360000,76087.1,76125.0,76087.1,76120.1,0.26912801
1776522420000,76120.1,76147.8,76120.0,76147.8,0.98073091
1776522480000,76147.8,76150.3,76147.8,76150.2,0.65533862
1776522540000,76150.3,76151.6,76150.2,76151.6,0.37741173
1776522600000,76151.6,76184.5,76151.5,76179.2,0.97264987
1776522660000,76179.2,76184.6,76170.0,76184.5,0.87760066
1776522720000,76184.5,76200.8,76184.5,76200.7,1.87561994
1776522780000,76200.8,76200.8,76173.7,76187.5,1.50604585
1776522840000,76188.1,76232.8,76188.1,76224.2,4.06370913
1776522900000,76224.1,76249.9,76224.1,76249.9,0.66381671
1776522960000,76250.0,76268.8,76248.9,76251.6,1.88947516
1776523020000,76251.5,76251.6,76214.9,76250.4,0.27031593
1776523080000,76247.4,76253.5,76226.1,76233.8,0.42608538
1776523140000,76233.9,76289.0,76233.8,76265.6,4.5408939
1776523200000,76265.7,76288.0,76250.8,76250.8,3.28765765
1776523260000,76250.9,76257.8,76226.0,76226.0,1.37293306
1776523320000,76226.1,76240.8,76226.1,76237.7,0.35058602
1776523380000,76237.7,76267.3,76237.7,76254.3,0.52770386
1776523440000,76254.3,76311.5,76144.0,76198.8,26.04127375
1776523500000,76198.7,76235.7,76177.2,76220.6,1.45666289
1776523560000,76218.6,76223.8,76201.1,76221.2,0.79767961
1776523620000,76218.9,76224.5,76178.5,76179.9,0.58830689
1776523680000,76180.0,76201.9,76175.4,76200.4,0.5006084
1776523740000,76200.4,76200.4,76188.5,76192.9,0.35125888
1776523800000,76193.0,76227.7,76193.0,76227.7,0.73465659
1776523860000,76227.6,76227.7,76227.6,76227.6,0.13510062
1776523920000,76227.7,76267.3,76227.6,76267.2,0.99758382
1776523980000,76267.3,76267.3,76228.3,76228.4,1.30048513
1776524040000,76228.3,76252.2,76228.3,76248.1,2.68861835
1776524100000,76248.2,76264.5,76246.2,76246.7,0.33882715
1776524160000,76246.7,76259.9,76240.5,76245.6,0.83909413
1776524220000,76244.0,76262.6,76222.1,76234.4,1.27646752
1776524280000,76234.4,76257.5,76234.3,76257.5,0.68498365
1776524340000,76257.6,76263.8,76257.5,76263.7,0.98819933
1776524400000,76263.8,76263.8,76226.1,76254.2,0.52854802
1776524460000,76254.3,76367.9,76254.2,76345.5,10.96120136
1776524520000,76345.4,76353.5,76294.3,76317.0,1.62296459
1776524580000,76312.7,76344.6,76281.3,76286.3,9.47275361
1776524640000,76286.3,76315.0,76286.2,76315.0,0.8995443
1776524700000,76314.9,76316.0,76271.6,76271.6,1.3794369
1776524760000,76271.6,76274.4,76260.3,76269.9,4.054703
1776524820000,76269.8,76269.9,76251.0,76251.0,0.96889136
1776524880000,76251.1,76268.9,76251.0,76251.1,3.65666689
1776524940000,76251.1,76251.1,76217.3,76217.4,1.64099181
1776525000000,76217.3,76217.4,76148.1,76148.1,3.16503057
1776525060000,76146.4,76166.6,76140.3,76166.6,3.6721354
1776525120000,76166.6,76192.0,76150.2,76155.8,2.50282334
1776525180000,76156.6,76172.2,76156.6,76172.2,0.45218205
1776525240000,76172.2,76233.0,76172.2,76223.5,0.88294034
1776525300000,76223.4,76234.8,76217.3,76220.0,0.25303475
1776525360000,76219.0,76234.8,76219.0,76234.4,2.43191809
1776525420000,76234.4,76234.5,76178.4,76178.4,0.50135933
1776525480000,76178.5,76178.5,76145.3,76153.4,0.29065228
1776525540000,76153.3,76175.6,76153.3,76157.4,0.37571113
1776525600000,76157.5,76171.2,76142.3,76142.4,0.71093486
1776525660000,76142.4,76154.6,76142.4,76151.4,4.92024621
1776525720000,76154.6,76206.2,76154.5,76206.2,1.40517918
1776525780000,76206.2,76221.6,76206.2,76210.8,0.75596031
1776525840000,76210.8,76245.3,76208.0,76243.6,1.13345577
1776525900000,76243.7,76277.4,76207.0,76207.1,0.98756815
1776525960000,76207.0,76207.1,76196.1,76207.0,0.61950165
1776526020000,76207.1,76224.6,76202.4,76219.2,7.95763212
1776526080000,76219.2,76220.8,76197.6,76213.9,0.80292338
1776526140000,76214.0,76214.0,76209.9,76210.0,0.56461317
1776526200000,76209.9,76218.1,76191.2,76191.2,0.19703412
1776526260000,76190.9,76213.8,76190.8,76206.6,0.81297172
1776526320000,76206.7,76239.0,76206.4,76239.0,0.86838686
1776526380000,76239.0,76239.1,76228.2,76228.2,0.28680705
1776526440000,76228.3,76228.6,76210.5,76225.6,1.39795656
1776526500000,76225.6,76228.3,76210.6,76210.6,0.45273252
1776526560000,76210.6,76217.5,76210.5,76210.5,1.50716862
1776526620000,76210.6,76214.4,76171.4,76182.7,0.35320239
1776526680000,76178.8,76199.6,76171.4,76199.6,0.33307524
1776526740000,76199.6,76199.6,76183.6,76185.6,0.25478391
1776526800000,76185.6,76185.6,76155.4,76155.5,0.56589953
1776526860000,76155.5,76159.7,76143.3,76154.3,0.27149526
1776526920000,76154.3,76181.8,76154.3,76169.2,0.5928575
1776526980000,76169.2,76169.2,76155.3,76155.3,0.11012724
1776527040000,76155.4,76155.4,76130.6,76130.7,1.1039999
1776527100000,76130.7,76150.0,76130.7,76143.1,0.13601254
1776527160000,76143.1,76148.8,76143.1,76143.6,0.7288983
1776527220000,76143.7,76169.3,76143.6,76148.7,0.59887172
1776527280000,76148.7,76148.7,76130.3,76130.3,0.78928882
1776527340000,76130.4,76137.1,76110.2,76135.7,0.55976395
1776527400000,76135.7,76148.7,76131.9,76133.2,1.13235832
1776527460000,76133.2,76137.0,76088.6,76088.7,1.24359016
1776527520000,76088.6,76088.6,76000.0,76051.4,36.02895178
1776527580000,76051.4,76105.4,76051.3,76105.4,0.94231027
1776527640000,76106.2,76125.0,76096.7,76124.9,1.99279318
1776527700000,76125.0,76182.1,76124.9,76182.0,0.88688114
1776527760000,76182.0,76195.8,76170.8,76170.8,0.69350129
1776527820000,76170.9,76182.2,76170.8,76171.9,0.80115303
1776527880000,76171.8,76179.8,76159.3,76159.3,0.35013019
1776527940000,76159.3,76171.7,76159.3,76171.6,0.30536029
1776528000000,76171.7,76171.7,76033.0,76033.0,9.09419765
1776528060000,76038.9,76082.0,76032.9,76048.7,3.17728973
1776528120000,76048.7,76088.7,76048.7,76088.6,0.45314837
1776528180000,76088.6,76088.6,76030.0,76033.7,0.47813142
1776528240000,76033.6,76044.5,76033.6,76036.7,0.44850223
1776528300000,76036.8,76082.6,76036.8,76071.7,0.65906618
1776528360000,76071.8,76105.5,76066.7,76086.8,0.9616644
1776528420000,76089.4,76106.3,76089.3,76099.8,0.28474068
1776528480000,76099.8,76125.8,76099.7,76109.4,0.53224157
1776528540000,76109.4,76130.4,76109.4,76130.4,0.17897896
1776528600000,76130.3,76171.9,76130.3,76166.2,0.56763041
1776528660000,76166.2,76195.1,76166.2,76186.5,0.17854999
1776528720000,76186.5,76200.8,76186.0,76200.7,0.21509545
1776528780000,76200.7,76206.3,76200.7,76206.3,0.43679387
1776528840000,76206.2,76218.7,76189.8,76193.2,6.91313834
1776528900000,76193.3,76193.3,76103.7,76113.8,2.30943062
1776528960000,76123.5,76136.9,76070.0,76070.0,2.39477362
1776529020000,76070.0,76070.1,75856.0,75857.3,42.9306155
1776529080000,75857.3,75873.1,75683.5,75848.3,51.6460097
1776529140000,75848.3,76002.7,75843.1,75983.3,9.96585787
1776529200000,75983.3,76046.6,75918.9,76046.4,3.46827075
1776529260000,76033.3,76119.9,75994.7,76078.9,6.76568905
1776529320000,76078.8,76104.2,76076.1,76086.8,2.99484282
1776529380000,76080.0,76107.4,76066.0,76066.1,1.12270863
1776529440000,76066.1,76066.1,76045.0,76045.0,0.85466296
1776529500000,76045.0,76059.3,76034.8,76053.2,2.47077437
1776529560000,76053.2,76120.0,76051.3,76120.0,1.77474951
1776529620000,76120.0,76130.0,76102.3,76113.0,0.88446859
1776529680000,76112.9,76129.8,76108.0,76125.0,0.66637317
1776529740000,76124.9,76124.9,76086.2,76093.0,0.79036921
1776529800000,76093.1,76130.0,76093.1,76130.0,0.25412088
1776529860000,76130.0,76130.0,76054.3,76060.0,0.90497587
1776529920000,76059.9,76060.0,76054.4,76054.4,1.16948763
1776529980000,76054.2,76054.2,75998.0,75998.5,3.31806566
1776530040000,75998.6,76049.5,75998.5,76043.1,3.87687055
1776530100000,76042.6,76094.0,76042.6,76086.8,0.27950101
1776530160000,76086.8,76093.2,76068.6,76068.6,1.35170624
1776530220000,76068.5,76078.0,76058.2,76058.2,0.98825545
1776530280000,76058.2,76073.7,76058.1,76073.7,0.31346617
1776530340000,76073.8,76095.0,76054.0,76054.1,0.69334299
1776530400000,76054.1,76060.3,76033.4,76034.2,2.5046967
1776530460000,76034.3,76053.2,76034.2,76053.2,0.48707689
1776530520000,76053.2,76057.2,76010.8,76010.9,3.37198291
1776530580000,76010.9,76016.1,76000.0,76010.5,0.2499067
1776530640000,76010.5,76026.1,76000.0,76000.1,0.61448561
1776530700000,76000.0,76022.9,75981.9,76014.5,1.20039663
1776530760000,76012.6,76026.1,75992.9,75993.0,0.13983535
1776530820000,75992.9,76002.8,75950.9,75957.5,0.62016402
1776530880000,75954.3,75965.9,75922.2,75926.7,1.05071451
1776530940000,75927.8,75946.6,75927.8,75939.1,1.34728522
1776531000000,75939.2,75939.2,75879.7,75902.9,6.88589077
1776531060000,75903.0,75907.6,75872.2,75876.5,2.43902471
1776531120000,75872.3,75885.9,75848.3,75878.2,7.89044477
1776531180000,75878.2,75890.4,75861.0,75888.8,9.15651807
1776531240000,75888.8,75918.3,75888.7,75907.8,4.85534067
1776531300000,75907.8,75942.9,75907.7,75926.5,0.26416433
1776531360000,75926.5,75934.0,75913.9,75917.7,0.38318696
1776531420000,75917.6,75921.4,75886.3,75886.3,3.32158771
1776531480000,75886.2,75950.8,75886.2,75944.8,6.77506384
1776531540000,75944.7,75950.1,75944.7,75944.8,0.52013165
1776531600000,75943.3,75943.3,75869.1,75869.1,3.55304838
1776531660000,75869.1,75905.0,75869.1,75885.9,1.45920594
